"K0_number","Level2","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample25","Sample26","Sample27","Sample28","Sample29","Sample30","Sample31"
"K12872","Dinoflagellate",50,43,58,103,78,56,163,91,175,318,1173,1045,1031
"K12872","Haptophyte",46,20,64,98,73,56,46,29,55,1,14,11,3
"K12874","Chlorophyte",528,298,465,842,715,373,22,39,171,15,34,27,20
"K12874","Ciliate",0,0,0,0,0,0,0,0,0,18,59,101,66
"K12874","Diatom",11,9,16,25,19,25,5,3,0,0,0,0,0
"K12874","Dinoflagellate",48,27,19,56,40,21,232,120,212,263,1098,928,1143
"K12874","Haptophyte",124,73,128,229,177,87,147,60,154,25,133,98,65
"K12876","Chlorophyte",34,16,71,52,38,40,50,45,59,0,0,0,0
"K12876","Ciliate",22,14,42,30,30,34,0,0,0,2,21,7,14
"K12876","Diatom",3,2,3,6,8,8,0,0,0,0,0,0,0
"K12876","Dinoflagellate",131,95,356,233,206,233,313,215,445,234,1132,797,1065
"K12876","Haptophyte",45,31,103,105,73,88,22,17,28,14,9,18,9
"K12877","Chlorophyte",48,17,87,81,65,66,39,34,41,17,89,67,67
"K12877","Ciliate",0,0,0,0,0,0,7,5,8,0,0,0,0
"K12877","Diatom",7,7,11,8,6,5,0,0,0,0,0,0,0
"K12877","Dinoflagellate",258,123,532,372,338,307,663,448,840,261,1065,789,860
"K12877","Haptophyte",63,29,142,101,102,121,23,26,53,30,60,57,9
"K12881","Chlorophyte",107,59,147,226,215,127,5,3,12,0,0,0,0
"K12881","Ciliate",5,2,0,5,2,0,0,0,0,0,0,0,0
"K12881","Diatom",0,0,0,0,0,0,11,0,1,0,0,0,0
"K12881","Dinoflagellate",23,15,29,47,35,24,21,10,26,36,32,18,50
"K12881","Haptophyte",26,13,62,57,50,36,24,12,21,0,0,0,0
"K12883","Chlorophyte",54,32,96,97,79,73,0,0,0,0,0,0,0
"K12883","Ciliate",0,0,0,0,0,0,219,174,335,2,46,29,37
"K12883","Diatom",4,5,7,9,7,18,10,2,6,0,0,0,0
"K12883","Dinoflagellate",9,12,28,30,13,12,30,10,14,10,96,55,96
"K12883","Haptophyte",3,2,8,15,9,7,9,3,7,0,0,0,0
"K12891","Chlorophyte",26,10,26,58,36,44,0,0,0,0,0,0,0
"K12891","Ciliate",5,0,4,10,11,2,10,8,15,0,0,0,0
"K12891","Diatom",3,0,2,2,2,1,0,0,0,0,0,0,0
"K12891","Dinoflagellate",35,15,58,50,26,36,68,18,64,0,52,59,70
"K12891","Haptophyte",14,2,6,22,15,9,12,4,14,0,13,9,0
"K12898","Chlorophyte",47,16,79,96,63,84,7,0,6,0,0,0,0
"K12898","Ciliate",12,3,3,21,10,9,257,75,187,48,135,97,101
"K12898","Diatom",22,9,42,45,28,40,41,20,65,3,31,19,1
"K12898","Dinoflagellate",15,10,14,19,22,15,122,91,90,7,106,73,81
"K12898","Haptophyte",112,63,134,186,188,132,55,38,58,0,34,11,3
"K12948","Chlorophyte",11,8,20,26,16,21,0,0,0,0,0,0,0
"K12948","Ciliate",0,0,0,4,0,2,7,3,7,0,0,0,0
"K12948","Diatom",23,16,106,30,42,55,5,3,7,0,4,2,3
"K12948","Dinoflagellate",35,18,47,49,26,34,51,37,88,90,451,328,397
"K12948","Haptophyte",16,11,63,59,32,22,0,0,0,0,0,0,0
"K13024","Chlorophyte",377,194,271,639,480,161,1,0,6,0,0,0,0
"K13024","Ciliate",0,1,0,2,5,1,0,0,0,0,0,1,2
"K13024","Diatom",40,27,29,77,38,41,5,3,5,0,2,0,5
"K13024","Dinoflagellate",20,13,4,18,12,4,48,23,35,37,177,155,315
"K13024","Haptophyte",34,14,36,29,29,21,19,21,24,0,0,0,0
"K13025","Chlorophyte",70,24,119,124,95,117,34,32,47,11,40,29,9
"K13025","Ciliate",12,3,8,14,17,11,273,162,266,6,69,21,52
"K13025","Diatom",4,3,9,1,5,7,46,25,33,0,0,0,0
"K13025","Dinoflagellate",251,145,350,405,320,259,645,495,805,261,1168,917,1035
"K13025","Haptophyte",157,74,253,291,228,200,221,103,193,34,113,97,108
"K13091","Chlorophyte",106,63,72,209,146,105,4,3,0,0,0,0,0
"K13091","Ciliate",0,0,0,0,0,0,0,0,0,4,24,16,1
"K13091","Diatom",8,1,2,9,8,4,0,5,6,0,0,0,0
"K13091","Dinoflagellate",57,33,51,74,57,38,298,190,315,153,685,485,770
"K13091","Haptophyte",76,36,92,115,88,65,44,19,27,0,5,7,0
"K13094","Chlorophyte",0,1,1,3,2,1,0,0,0,0,0,0,0
"K13094","Ciliate",4,1,0,1,4,5,0,0,0,0,0,0,0
"K13094","Diatom",0,1,1,1,2,1,3,2,11,0,7,2,0
"K13094","Dinoflagellate",24,17,65,40,29,18,5,0,7,49,100,97,97
"K13094","Haptophyte",14,7,4,23,22,15,5,0,21,0,0,0,0
"K13100","Chlorophyte",64,24,71,107,77,52,0,0,0,4,9,8,24
"K13100","Ciliate",0,0,0,0,0,0,429,265,455,5,69,52,17
"K13100","Diatom",3,0,3,4,1,2,4,3,21,0,0,1,4
"K13100","Dinoflagellate",30,27,20,54,52,24,226,98,204,37,195,108,288
"K13100","Haptophyte",62,25,70,121,85,52,125,68,92,1,0,7,9
"K13107","Chlorophyte",11,2,4,7,4,4,0,0,0,0,0,0,0
"K13107","Ciliate",0,0,0,0,0,0,17,5,8,0,0,0,0
"K13107","Diatom",4,3,7,3,5,2,0,0,0,0,0,0,0
"K13107","Dinoflagellate",30,12,38,38,26,31,32,6,19,19,95,81,122
"K13107","Haptophyte",4,1,8,13,4,13,15,7,11,0,0,0,0
"K13110","Chlorophyte",35,25,27,82,55,39,0,0,0,0,0,0,0
"K13110","Ciliate",1,0,6,0,2,1,152,65,111,0,0,0,0
"K13110","Diatom",0,1,3,1,0,0,0,0,0,0,0,0,0
"K13110","Dinoflagellate",32,19,10,40,24,5,31,26,110,17,122,80,210
"K13110","Haptophyte",20,6,24,34,34,21,18,1,8,0,0,0,0
"K13126","Chlorophyte",843,431,832,1482,1218,827,1050,441,1173,73,314,242,220
"K13126","Ciliate",1175,632,621,2001,1767,867,2733,1206,2995,352,1266,1004,1068
"K13126","Diatom",443,271,639,821,565,655,1434,851,1798,185,618,411,369
"K13126","Dinoflagellate",1425,826,1106,2247,1678,995,4727,2899,5490,2097,8064,6251,8301
"K13126","Haptophyte",900,472,849,1459,1287,779,1187,708,1284,247,778,749,560
"K13127","Chlorophyte",20,9,12,47,26,18,0,0,0,0,0,0,0
"K13127","Ciliate",0,0,0,0,0,0,38,21,18,0,0,0,0
"K13127","Diatom",4,0,1,1,2,0,0,0,0,0,0,0,0
"K13127","Dinoflagellate",28,10,27,29,27,21,39,24,41,50,343,210,312
"K13127","Haptophyte",12,6,10,13,11,12,4,9,5,0,0,0,0
"K13137","Chlorophyte",163,95,286,281,243,215,0,0,0,0,0,0,0
"K13137","Ciliate",15,7,5,15,14,2,23,30,39,60,91,87,37
"K13137","Diatom",11,12,28,27,21,30,39,20,62,0,0,0,0
"K13137","Dinoflagellate",0,0,0,0,0,0,0,0,0,0,5,3,0
"K13137","Haptophyte",15,3,29,28,20,30,0,3,0,0,0,0,0
"K13162","Chlorophyte",218,124,214,463,354,177,0,0,0,0,0,0,0
"K13162","Ciliate",14,12,22,13,21,16,33,12,22,6,5,13,6
"K13162","Diatom",1,1,2,3,1,1,0,0,0,0,0,0,0
"K13162","Dinoflagellate",27,16,27,63,58,21,149,67,166,45,113,103,237
"K13162","Haptophyte",68,41,124,110,118,104,2,0,4,0,0,0,0
"K13171","Chlorophyte",8,7,39,41,21,31,0,0,0,0,11,4,4
"K13171","Ciliate",0,0,0,0,0,0,0,0,0,0,12,1,5
"K13171","Diatom",0,0,0,0,0,0,3,2,2,0,0,0,0
"K13171","Dinoflagellate",7,7,8,6,9,8,30,23,63,131,300,242,278
"K13171","Haptophyte",2,1,2,5,5,4,0,0,0,0,0,0,0
"K13179","Chlorophyte",44,17,99,114,62,60,33,6,31,25,80,104,89
"K13179","Ciliate",0,0,0,0,0,0,0,5,2,0,0,0,0
"K13179","Diatom",28,6,29,34,33,35,116,64,98,1,16,10,28
"K13179","Dinoflagellate",12,17,8,39,30,16,213,158,255,514,1881,1537,1592
"K13179","Haptophyte",17,10,45,64,46,40,10,0,8,12,17,22,16
"K13182","Chlorophyte",0,1,0,1,3,2,17,8,73,0,0,0,0
"K13182","Ciliate",4,2,5,5,5,1,11,12,22,0,0,0,0
"K13182","Diatom",0,0,0,0,0,0,14,2,22,10,5,5,5
"K13182","Dinoflagellate",21,16,40,52,21,28,45,28,39,8,73,66,87
"K13182","Haptophyte",1,1,4,3,2,6,8,4,22,0,4,5,2
"K13207","Chlorophyte",32,9,29,44,35,23,0,0,0,0,0,0,0
"K13207","Ciliate",103,48,209,150,143,132,46,28,47,6,17,17,28
"K13207","Diatom",93,46,114,138,130,105,36,15,33,0,11,19,7
"K13207","Dinoflagellate",128,73,169,211,169,130,415,264,528,142,441,309,547
"K13207","Haptophyte",92,65,134,220,135,105,110,93,140,3,6,9,11
"K13210","Chlorophyte",702,383,702,1246,965,711,7,0,8,17,27,42,28
"K13210","Ciliate",41,21,33,52,52,39,2,6,13,0,0,0,0
"K13210","Diatom",78,41,138,78,80,111,95,55,146,7,68,37,16
"K13210","Dinoflagellate",124,89,108,218,171,82,303,133,263,119,567,411,791
"K13210","Haptophyte",27,13,51,58,39,33,18,18,23,4,37,28,22
"K13280","Chlorophyte",422,240,1334,760,687,909,0,0,0,0,0,0,0
"K13280","Ciliate",6,2,1,9,2,5,30,5,19,0,0,0,0
"K13280","Diatom",26,14,87,27,51,58,0,0,0,0,0,0,0
"K13280","Dinoflagellate",42,20,98,68,44,44,73,69,113,206,715,413,669
"K13280","Haptophyte",26,13,53,53,27,47,0,0,0,0,0,0,0
"K13289","Chlorophyte",17,7,18,38,41,21,14,20,38,0,5,3,7
"K13289","Ciliate",65,31,45,100,103,56,322,165,405,30,232,151,99
"K13289","Diatom",224,107,454,326,319,354,164,99,156,4,29,18,31
"K13289","Dinoflagellate",513,237,860,827,630,641,3451,2196,4639,896,4221,3073,3621
"K13289","Haptophyte",61,43,79,87,81,90,683,395,732,231,694,529,601
"K13293","Chlorophyte",402,230,335,781,558,290,0,0,0,0,2,5,9
"K13293","Ciliate",7,1,1,10,9,8,214,113,178,20,67,31,50
"K13293","Diatom",134,65,299,220,203,206,2,0,1,0,15,2,7
"K13293","Dinoflagellate",60,55,81,109,63,57,555,341,601,209,1143,905,1484
"K13293","Haptophyte",39,16,22,59,59,24,37,40,72,0,0,0,0
"K13298","Chlorophyte",3,2,0,4,2,2,0,0,0,0,0,0,0
"K13298","Ciliate",11,9,5,11,14,6,4,6,4,12,15,11,29
"K13298","Diatom",0,0,0,0,0,0,0,0,0,0,10,4,0
"K13298","Dinoflagellate",16,4,17,26,24,19,99,42,139,54,274,183,454
"K13298","Haptophyte",3,1,6,9,4,6,0,0,0,0,0,0,0
"K13303","Chlorophyte",8,2,9,13,10,9,16,15,17,18,70,88,40
"K13303","Ciliate",117,71,46,169,186,104,836,624,909,176,574,490,423
"K13303","Diatom",0,0,0,0,0,0,113,63,79,9,15,12,29
"K13303","Dinoflagellate",43,27,61,76,65,64,188,100,196,47,291,185,280
"K13303","Haptophyte",124,50,135,196,177,111,278,197,343,16,123,98,68
"K13338","Chlorophyte",133,68,75,236,169,62,15,9,16,0,0,0,0
"K13338","Ciliate",0,0,0,0,0,0,17,24,35,0,0,0,0
"K13338","Diatom",21,12,21,34,27,30,3,2,0,0,0,0,0
"K13338","Dinoflagellate",4,3,8,5,2,1,9,6,6,12,99,64,176
"K13338","Haptophyte",0,0,0,0,0,0,0,0,0,0,6,6,1
"K13339","Chlorophyte",163,95,78,270,200,96,22,7,25,7,0,15,13
"K13339","Ciliate",0,0,0,0,0,0,48,19,51,0,4,5,0
"K13339","Diatom",2,0,2,5,0,8,10,9,35,0,1,0,1
"K13339","Dinoflagellate",1,1,6,5,3,0,7,0,2,8,37,13,51
"K13339","Haptophyte",0,1,0,2,0,0,12,5,19,0,0,0,0
"K13342","Chlorophyte",16,12,22,21,16,15,0,0,0,3,14,1,2
"K13342","Ciliate",0,0,0,0,0,0,4,2,11,25,27,34,63
"K13342","Diatom",0,0,0,0,0,0,6,1,0,0,0,0,0
"K13342","Dinoflagellate",4,3,4,4,2,4,66,26,66,31,130,83,173
"K13342","Haptophyte",1,1,8,7,7,1,6,3,1,0,0,0,0
"K13412","Chlorophyte",1745,1017,2326,3312,2520,1984,34,27,44,10,55,72,10
"K13412","Ciliate",773,427,456,1162,1170,823,5159,3123,5668,961,4016,2579,2613
"K13412","Diatom",289,167,417,504,408,438,378,220,403,87,181,154,142
"K13412","Dinoflagellate",1915,966,1805,2879,2251,1693,7114,4308,8343,5356,24386,17998,30941
"K13412","Haptophyte",596,312,827,1100,840,647,590,336,533,63,192,163,163
"K13431","Chlorophyte",151,95,140,277,251,183,15,4,7,0,22,9,11
"K13431","Ciliate",27,18,8,28,46,15,88,39,141,24,94,43,146
"K13431","Diatom",12,5,24,26,13,27,0,0,7,0,0,0,0
"K13431","Dinoflagellate",4,0,3,7,8,4,95,61,108,53,220,170,246
"K13431","Haptophyte",24,18,26,26,10,22,0,0,0,8,13,4,3
"K13448","Chlorophyte",42,9,61,72,69,48,0,0,0,0,0,0,0
"K13448","Ciliate",7,2,7,10,13,10,0,0,0,0,9,11,3
"K13448","Diatom",3,0,3,2,3,2,1,2,5,0,0,0,0
"K13448","Dinoflagellate",47,34,85,96,60,59,70,68,100,84,379,256,514
"K13448","Haptophyte",117,55,117,184,159,114,7,2,13,0,0,0,0
"K13525","Chlorophyte",1698,816,1317,2868,2302,1655,213,134,203,42,101,100,139
"K13525","Ciliate",1114,580,622,1594,1740,1078,2051,1143,2033,394,2146,1482,2318
"K13525","Diatom",1182,709,2012,1978,1675,1868,1119,773,1231,43,283,197,172
"K13525","Dinoflagellate",1261,707,1358,2146,1739,1520,3948,2663,4536,1587,6370,5025,6209
"K13525","Haptophyte",4573,2407,5385,8189,7024,4511,1581,844,1599,213,883,991,1073
"K13566","Chlorophyte",227,161,155,449,346,160,0,0,0,0,0,0,0
"K13566","Ciliate",0,1,0,1,1,0,7,17,15,0,0,0,0
"K13566","Diatom",5,3,18,4,14,2,92,34,92,0,0,0,0
"K13566","Dinoflagellate",10,12,13,24,18,15,11,1,4,21,59,27,66
"K13566","Haptophyte",0,0,14,9,3,3,0,0,0,0,0,0,0
"K13628","Chlorophyte",121,76,106,237,149,108,0,0,0,0,0,0,0
"K13628","Ciliate",27,12,38,40,33,42,0,2,2,0,0,0,0
"K13628","Diatom",16,14,72,18,32,53,14,1,10,0,0,3,0
"K13628","Dinoflagellate",4,6,16,9,11,8,152,100,134,18,77,43,47
"K13628","Haptophyte",42,14,55,57,78,36,12,6,23,1,38,31,15
"K13717","Chlorophyte",14,3,3,34,22,6,0,0,0,0,0,0,0
"K13717","Ciliate",9,2,7,8,9,10,79,48,98,0,0,0,0
"K13717","Diatom",0,0,0,2,0,3,0,0,0,0,0,0,0
"K13717","Dinoflagellate",0,0,2,2,2,1,36,30,41,16,60,52,52
"K13717","Haptophyte",2,2,1,1,0,0,0,0,0,0,0,0,0
"K13749","Chlorophyte",13,8,18,22,29,15,8,5,6,0,0,0,0
"K13749","Ciliate",2,1,0,6,0,5,0,0,0,0,0,0,0
"K13749","Diatom",1,1,0,3,0,0,5,5,5,0,4,8,0
"K13749","Dinoflagellate",96,50,160,128,105,81,238,164,322,77,412,313,493
"K13749","Haptophyte",123,66,202,257,179,154,48,21,51,3,26,21,21
"K13750","Chlorophyte",144,63,190,255,207,162,68,46,62,2,9,3,8
"K13750","Ciliate",31,15,34,44,48,40,12,2,19,0,0,0,0
"K13750","Diatom",13,8,22,16,17,18,39,38,89,0,3,9,4
"K13750","Dinoflagellate",153,77,221,203,172,120,666,336,765,251,1297,924,1293
"K13750","Haptophyte",315,168,364,489,444,295,181,83,154,21,59,53,29
"K13751","Chlorophyte",60,18,71,109,98,60,34,13,15,0,0,0,0
"K13751","Ciliate",4,0,1,6,2,2,0,0,0,0,0,0,0
"K13751","Diatom",0,2,3,4,5,3,17,2,12,2,35,17,13
"K13751","Dinoflagellate",20,15,25,48,25,30,129,99,157,120,419,303,544
"K13751","Haptophyte",275,112,287,383,344,229,97,58,113,23,82,91,50
"K13752","Chlorophyte",172,109,220,300,272,214,0,0,0,0,1,4,1
"K13752","Ciliate",0,0,0,0,0,0,3,0,5,0,10,7,5
"K13752","Diatom",9,2,14,19,2,12,2,1,8,0,20,10,3
"K13752","Dinoflagellate",4,6,9,15,4,2,328,179,314,266,999,799,930
"K13752","Haptophyte",50,28,89,91,60,56,146,104,200,26,52,49,16
"K13754","Chlorophyte",185,98,245,422,251,188,3,4,12,0,12,7,13
"K13754","Ciliate",14,11,14,22,27,11,72,46,53,0,40,12,11
"K13754","Diatom",24,9,58,32,21,41,0,0,0,0,0,0,0
"K13754","Dinoflagellate",73,30,121,118,77,65,45,65,69,13,157,122,155
"K13754","Haptophyte",0,0,0,0,0,0,25,24,45,0,0,0,18
"K13755","Chlorophyte",11,4,27,17,13,15,7,6,13,0,0,0,0
"K13755","Ciliate",2,3,5,10,10,3,170,94,199,57,197,203,127
"K13755","Diatom",0,0,0,0,0,0,3,2,3,0,0,0,0
"K13755","Dinoflagellate",81,49,58,138,87,56,532,360,544,581,2722,1949,2750
"K13755","Haptophyte",31,26,55,88,67,35,286,188,321,15,57,44,44
"K13761","Chlorophyte",66,41,49,100,89,64,0,0,0,2,6,0,0
"K13761","Ciliate",0,0,0,0,0,0,107,60,84,0,33,43,20
"K13761","Diatom",0,0,0,0,0,0,0,0,0,0,2,0,0
"K13761","Dinoflagellate",91,69,53,151,114,66,191,98,226,343,1591,1202,2486
"K13761","Haptophyte",0,2,7,1,7,3,17,3,5,0,1,1,7
"K13800","Chlorophyte",169,68,271,288,223,249,6,0,3,0,10,26,4
"K13800","Ciliate",45,19,22,51,60,39,403,249,464,82,282,146,152
"K13800","Diatom",21,20,65,61,27,44,0,0,0,0,30,9,25
"K13800","Dinoflagellate",44,29,59,70,59,36,162,49,191,80,384,319,549
"K13800","Haptophyte",62,26,86,104,79,79,57,36,54,0,18,10,9
"K13886","Chlorophyte",9,3,8,8,6,4,0,0,0,49,150,79,58
"K13886","Ciliate",1,1,7,2,7,2,27,20,32,10,50,38,9
"K13886","Diatom",106,60,185,217,155,198,552,317,808,32,116,74,92
"K13886","Dinoflagellate",84,43,127,137,140,134,113,62,120,53,154,158,106
"K13886","Haptophyte",0,1,0,5,0,1,13,4,13,0,0,0,0
"K13917","Chlorophyte",63,35,68,126,87,50,80,37,75,4,29,26,63
"K13917","Ciliate",0,0,0,0,0,0,4,2,17,0,0,0,0
"K13917","Diatom",0,0,0,0,0,0,0,0,0,2,1,0,0
"K13917","Dinoflagellate",0,0,0,0,0,0,7,4,9,21,16,17,7
"K13917","Haptophyte",0,0,5,1,2,4,9,0,0,0,0,0,0
"K13979","Chlorophyte",68,30,91,80,89,66,31,19,15,0,35,19,17
"K13979","Ciliate",25,6,13,29,42,21,224,128,273,19,133,59,35
"K13979","Diatom",6,3,2,11,15,8,0,0,0,0,0,0,2
"K13979","Dinoflagellate",7,4,5,4,10,5,209,177,320,70,263,175,277
"K13979","Haptophyte",24,17,28,53,66,40,22,4,21,0,0,0,0
"K13984","Chlorophyte",32,16,88,67,60,77,0,0,0,0,0,0,0
"K13984","Ciliate",1,2,0,2,3,0,44,27,34,0,4,1,3
"K13984","Diatom",24,21,84,53,37,76,80,53,82,6,8,12,13
"K13984","Dinoflagellate",52,16,92,65,47,56,594,399,816,162,851,579,546
"K13984","Haptophyte",13,4,23,24,15,17,22,8,3,8,6,4,5
"K13989","Chlorophyte",53,35,110,67,60,67,0,0,0,0,3,5,4
"K13989","Ciliate",4,0,8,4,6,3,82,24,77,0,4,8,5
"K13989","Diatom",46,22,122,80,80,103,5,7,8,0,0,0,0
"K13989","Dinoflagellate",16,7,38,25,11,27,104,62,160,47,266,162,308
"K13989","Haptophyte",79,52,127,156,114,81,3,5,13,5,5,10,9
"K13998","Chlorophyte",694,373,589,1305,925,612,4,4,4,11,29,36,18
"K13998","Ciliate",18,5,2,33,30,12,47,36,61,2,4,2,0
"K13998","Diatom",15,9,17,17,23,39,57,53,117,10,20,14,5
"K13998","Dinoflagellate",319,196,378,482,372,257,391,237,453,60,212,168,264
"K13998","Haptophyte",10,1,2,9,10,5,12,1,26,0,0,0,0
"K14004","Chlorophyte",91,53,164,173,148,115,0,0,0,0,0,0,0
"K14004","Ciliate",0,0,0,0,0,0,0,0,3,6,71,36,33
"K14004","Diatom",9,8,44,24,19,27,15,19,45,0,0,0,0
"K14004","Dinoflagellate",41,31,86,89,72,72,126,76,130,73,227,158,279
"K14004","Haptophyte",94,48,177,234,176,135,26,25,48,5,10,12,9
"K14005","Chlorophyte",436,248,366,905,718,326,0,0,0,6,4,0,0
"K14005","Ciliate",26,17,5,36,43,24,54,52,72,5,14,18,16
"K14005","Diatom",25,20,32,49,46,48,12,6,9,3,21,14,7
"K14005","Dinoflagellate",49,36,33,84,54,24,95,51,137,358,1307,1081,1611
"K14005","Haptophyte",83,61,93,197,147,75,16,7,22,9,4,24,12
"K14006","Chlorophyte",538,337,519,1028,823,502,36,38,50,6,46,62,49
"K14006","Ciliate",40,25,27,49,61,38,275,172,300,0,2,3,0
"K14006","Diatom",46,20,122,73,60,67,7,10,18,38,83,75,65
"K14006","Dinoflagellate",121,58,114,172,140,87,349,205,461,312,1332,994,1401
"K14006","Haptophyte",291,140,313,516,439,295,200,87,195,24,128,131,91
"K14007","Chlorophyte",758,377,651,1279,974,581,1,2,8,3,11,9,23
"K14007","Ciliate",3,1,0,1,3,0,19,9,8,4,65,106,38
"K14007","Diatom",60,29,120,91,81,105,41,15,80,0,8,3,2
"K14007","Dinoflagellate",90,49,93,161,103,75,363,195,348,131,696,474,868
"K14007","Haptophyte",176,110,180,380,287,179,129,58,90,5,37,10,5
"K14012","Chlorophyte",123,67,114,245,153,120,0,0,0,0,0,0,0
"K14012","Ciliate",10,5,8,9,10,4,162,82,150,0,0,0,0
"K14012","Diatom",21,10,32,19,21,40,1,11,6,0,0,0,0
"K14012","Dinoflagellate",43,30,70,51,46,45,75,61,92,34,236,164,213
"K14012","Haptophyte",174,82,237,271,240,192,15,7,20,9,4,9,16
"K14015","Chlorophyte",153,78,136,316,237,174,0,0,0,0,0,0,0
"K14015","Ciliate",10,6,5,9,14,4,11,11,27,0,0,0,0
"K14015","Diatom",16,15,31,25,32,31,4,0,2,0,0,0,0
"K14015","Dinoflagellate",3,7,30,11,10,16,39,18,37,32,192,176,235
"K14015","Haptophyte",107,43,151,229,169,104,5,19,13,2,8,8,3
"K14016","Chlorophyte",135,66,124,217,178,150,0,0,0,5,6,13,29
"K14016","Ciliate",7,0,4,16,14,5,228,133,236,0,6,15,7
"K14016","Diatom",17,12,21,16,23,20,8,17,22,0,2,0,2
"K14016","Dinoflagellate",9,6,16,14,9,11,76,54,80,43,214,150,225
"K14016","Haptophyte",154,100,222,286,241,196,34,32,47,1,3,4,7
"K14018","Chlorophyte",127,66,66,210,167,82,0,0,0,0,0,0,0
"K14018","Ciliate",1,1,0,1,1,0,75,44,72,0,0,5,0
"K14018","Diatom",7,5,24,23,14,21,11,4,2,0,0,0,0
"K14018","Dinoflagellate",27,13,19,42,30,18,41,7,44,164,590,483,773
"K14018","Haptophyte",76,51,142,187,153,104,14,9,6,1,9,5,0
"K14163","Chlorophyte",13,4,11,15,13,18,0,0,0,13,54,44,20
"K14163","Ciliate",15,5,9,8,18,15,25,11,45,19,66,29,35
"K14163","Diatom",44,16,53,42,52,30,1,3,14,0,2,16,0
"K14163","Dinoflagellate",87,53,84,143,89,56,421,265,488,46,185,186,340
"K14163","Haptophyte",21,10,43,51,40,24,45,17,43,1,22,20,5
"K14165","Chlorophyte",1,0,4,0,4,2,0,0,0,6,18,16,14
"K14165","Ciliate",7,3,14,9,10,6,165,84,97,0,1,6,1
"K14165","Diatom",11,14,35,12,9,19,27,10,27,31,56,37,32
"K14165","Dinoflagellate",95,48,130,116,77,80,185,137,264,320,1268,896,1585
"K14165","Haptophyte",221,117,276,446,326,191,26,33,18,0,13,18,27
"K14190","Chlorophyte",538,330,441,980,741,404,0,0,0,0,0,0,0
"K14190","Ciliate",18,9,13,12,16,10,56,30,66,0,0,0,0
"K14190","Diatom",0,0,2,2,0,1,0,0,0,0,0,0,0
"K14190","Dinoflagellate",95,40,54,141,122,61,0,0,0,0,0,0,0
"K14190","Haptophyte",15,6,10,21,11,6,0,0,0,0,0,0,0
"K14191","Chlorophyte",17,6,26,21,34,14,0,12,0,5,33,28,21
"K14191","Ciliate",38,17,19,61,38,60,25,19,20,19,20,25,17
"K14191","Diatom",4,1,2,3,7,3,25,17,35,0,0,0,0
"K14191","Dinoflagellate",12,6,20,15,14,14,39,25,56,116,622,482,617
"K14191","Haptophyte",0,0,0,0,0,0,2,0,8,0,4,6,2
"K14209","Chlorophyte",239,157,565,540,426,386,0,0,0,0,0,0,0
"K14209","Ciliate",1,1,8,5,5,3,8,3,4,3,21,7,17
"K14209","Diatom",14,8,35,38,45,37,0,0,0,8,10,30,22
"K14209","Dinoflagellate",18,10,28,30,22,31,33,52,42,69,339,237,418
"K14209","Haptophyte",2,2,3,3,7,7,17,7,18,0,0,0,0
"K14213","Chlorophyte",277,151,340,512,376,339,0,0,0,0,6,6,9
"K14213","Ciliate",6,10,4,11,15,21,228,185,266,45,71,49,45
"K14213","Diatom",17,8,24,17,22,29,0,0,0,0,0,0,0
"K14213","Dinoflagellate",6,3,2,9,8,4,6,9,11,24,53,72,60
"K14213","Haptophyte",0,0,0,0,0,0,0,0,0,0,6,10,5
"K14290","Chlorophyte",772,446,533,1416,1040,554,0,5,1,0,0,0,0
"K14290","Ciliate",4,0,0,6,2,0,639,307,585,32,27,41,30
"K14290","Diatom",79,42,149,145,107,100,107,79,119,119,800,350,451
"K14290","Dinoflagellate",11,13,22,24,10,18,224,72,171,90,268,263,418
"K14290","Haptophyte",360,196,361,647,532,272,319,184,379,33,153,107,114
"K14293","Chlorophyte",358,172,321,644,514,328,0,0,0,92,330,282,453
"K14293","Ciliate",3,0,4,8,9,6,206,143,161,18,24,29,18
"K14293","Diatom",32,22,65,70,61,70,74,41,100,0,28,21,20
"K14293","Dinoflagellate",37,18,27,43,35,23,52,22,53,79,338,254,484
"K14293","Haptophyte",168,82,216,275,188,172,107,68,92,10,25,41,28
"K14298","Chlorophyte",166,84,148,305,250,184,7,20,11,0,0,0,0
"K14298","Ciliate",4,5,17,9,8,18,96,57,208,0,0,0,0
"K14298","Diatom",11,4,26,12,16,16,25,14,39,4,2,2,0
"K14298","Dinoflagellate",46,29,87,94,61,52,31,33,39,8,117,68,153
"K14298","Haptophyte",40,13,58,69,42,29,63,41,43,4,12,9,9
"K14299","Chlorophyte",0,0,0,1,1,5,0,0,0,0,0,0,0
"K14299","Ciliate",0,0,0,0,0,0,8,4,4,0,0,0,0
"K14299","Diatom",2,3,17,7,9,14,0,0,0,0,0,2,5
"K14299","Dinoflagellate",0,0,0,4,4,1,29,17,28,7,18,3,20
"K14299","Haptophyte",0,0,0,0,0,0,0,0,8,0,0,0,0
"K14326","Chlorophyte",767,439,729,1479,1002,582,58,32,57,14,51,68,40
"K14326","Ciliate",3,1,4,11,12,4,372,251,373,0,0,3,2
"K14326","Diatom",26,15,46,51,42,46,101,41,92,19,53,53,41
"K14326","Dinoflagellate",104,55,67,161,104,49,899,497,967,762,3319,2687,4065
"K14326","Haptophyte",102,56,146,230,160,115,87,32,60,13,63,70,36
